0.2594803600 0.0965679300 0.0931253400 0.6261415500 0.3329177500 0.1485108700 0.9431726300 0.8001612000 0.2624396000 0.2827934600 11.4806831683
0.4719200000 0.4948938000 0.5281938000 0.9219088000 0.0468929400 0.3213710800 0.6290848000 0.5309706000 0.9835682000 0.0254581570 16.4686745485
0.0838285100 0.8374192000 0.7349866600 0.8477169000 0.8765553000 0.4193689200 0.5833248000 0.3992822200 0.2058925600 0.4790691700 16.7115087979
0.6424376000 0.3659899800 0.8587474000 0.9443745000 0.0079730150 0.8633656500 0.2747006400 0.6211972000 0.6998605000 0.1074013100 18.9825670780
0.7431215000 0.7485516700 0.6170573000 0.3907831300 0.0737447140 0.1492986700 0.8723193400 0.5128203000 0.8689521600 0.2738151000 14.8276306809
0.5705160500 0.3408907700 0.0118765235 0.4213584000 0.9623001000 0.3901947700 0.0760898000 0.2315431800 0.7220791000 0.5270619400 19.2135227637
0.4376760700 0.2394263100 0.4706697500 0.5014041700 0.0437908770 0.8525203500 0.2992732500 0.9019179300 0.4625579000 0.9518727700 9.1344149332
0.2979137300 0.3816690400 0.9735195600 0.4753720200 0.4374357500 0.2011482700 0.9989819500 0.2380153000 0.2767454400 0.5389661000 15.5633670715
0.4457786700 0.0517638920 0.7158860000 0.5739739000 0.5231151600 0.0592740770 0.6543445600 0.1783099800 0.7468632000 0.0655902000 10.8347382460
0.1302207100 0.5905769000 0.8661551500 0.5111804600 0.3504469400 0.8713013000 0.7508356000 0.1456976000 0.0801136500 0.6054163000 12.1496779226
0.7277625000 0.7918471700 0.9444735600 0.1247185500 0.4494688500 0.7304343600 0.4098531600 0.4689422800 0.5926521400 0.0410352350 16.2086825220
0.8211167000 0.3727054600 0.7946265000 0.9982179400 0.1120544700 0.9820316000 0.0679742100 0.2812899400 0.0162947180 0.3926546600 19.8583724422
0.5063876000 0.4229884000 0.2058063700 0.8472889000 0.6700905600 0.5916341000 0.2790505300 0.4069661500 0.1295430000 0.3038312200 18.9786876972
0.8463903700 0.7141039400 0.6860283600 0.5051467400 0.2303926300 0.3405640000 0.6706393000 0.4746257000 0.8574374000 0.2423873000 17.1485260502
0.3584693700 0.0205374960 0.4629354000 0.0298861270 0.5526637400 0.9423242000 0.3839448700 0.3560230700 0.1505338500 0.8184841000 2.8095399326
0.3551111800 0.7900328600 0.4010736300 0.9808178000 0.9435680000 0.4500895000 0.2834225300 0.6366083000 0.0135653020 0.0719615200 22.1771971496
0.5508817000 0.0543786900 0.3659764500 0.4239972800 0.4318238000 0.8347788500 0.2390450200 0.4418664600 0.4778755300 0.4496203000 8.0145225820
0.6136585500 0.0417236100 0.5624730600 0.0435744520 0.1431083100 0.3757927400 0.1090761400 0.8416542000 0.8356408500 0.8245126000 1.2291003996
0.7723878000 0.5054181000 0.8100096600 0.9164921600 0.3353129000 0.6920076000 0.8614988000 0.2130212800 0.6068800000 0.8281067000 22.4676176752
0.0854325300 0.7597376000 0.4650992200 0.9921880400 0.6541250000 0.6709029700 0.2649856200 0.7404070500 0.8711232000 0.6543899000 15.4022454834
0.8600601600 0.7854024000 0.9754301300 0.4981070800 0.6788415300 0.1865760700 0.6341960400 0.5046590000 0.5923592000 0.5962382000 21.6834409606
0.4240118300 0.4889038200 0.9099480000 0.7068521000 0.2182825800 0.3207435000 0.0095011000 0.5624206700 0.9064917600 0.7908274500 18.0654219657
0.3696949000 0.0546342730 0.2956522000 0.4758502200 0.3402998400 0.4168718000 0.1471198800 0.1398112200 0.1257140600 0.8890965000 9.3913819640
0.5535955000 0.0127511020 0.8709999000 0.7754419400 0.5133717700 0.6189341500 0.4737187000 0.8271260000 0.5379032000 0.5416815000 14.6374368496
0.9944248000 0.0877747500 0.4121055000 0.8802182700 0.9968372600 0.5434864000 0.1963996300 0.9943219400 0.7199576500 0.6233442400 15.5187355135
0.1922133000 0.8055102000 0.1079147460 0.3317850200 0.1302623700 0.1379197200 0.4551274200 0.8143719000 0.7607514000 0.4680382600 12.5393570783
0.0985008500 0.5529875000 0.7588203000 0.9008137000 0.5107851000 0.4834044000 0.3389979000 0.9881812300 0.3691069500 0.0020285249 16.2778715626
0.5837650000 0.6720848700 0.5471341600 0.2850396000 0.5949386400 0.9400859500 0.6498479000 0.8920501000 0.4833286400 0.1189575800 15.9329890104
0.5342622400 0.4141854600 0.1297192600 0.9571231000 0.1661239300 0.5260844000 0.9107885000 0.3717234000 0.2468475700 0.1011624300 20.7536914283
0.4751569000 0.9369232000 0.1933343400 0.0884497200 0.4776505800 0.7176804000 0.7423018000 0.6520963300 0.3303318600 0.4239874000 14.8523877006
0.4979089500 0.6563468000 0.0487082000 0.8268508300 0.0612194540 0.8619138600 0.0518032300 0.6665097000 0.6349089000 0.6971451000 23.0946956463
0.3784642800 0.2284655000 0.2257062200 0.9910942300 0.3185131000 0.7930943400 0.5362907600 0.6063987600 0.9352295000 0.0650378500 14.8609429604
0.3337478000 0.4217894700 0.0013054013 0.5117618000 0.9438533000 0.6326316600 0.5736577500 0.2545039700 0.7463218600 0.8472700000 19.3429939720
0.1828293200 0.1572181600 0.8445975000 0.7038828000 0.9080142000 0.8532463300 0.0363919140 0.6488028000 0.1699938200 0.2034809600 16.1823360002
0.0323030350 0.6274889000 0.3503120500 0.5584045000 0.2257540800 0.5848358000 0.1703092500 0.3815322500 0.7926497500 0.3581847500 7.6737171323
0.7348650000 0.9144658000 0.8983058000 0.7006060500 0.8365035000 0.8383899000 0.0308929090 0.8969464000 0.9382286000 0.7050961000 22.9416193530
0.2168483100 0.9033489000 0.9634036000 0.9178230000 0.3990485000 0.2934142400 0.2478671700 0.6551271000 0.5009443000 0.7525910000 21.4482185697
0.9863418300 0.4710215300 0.8469956000 0.4706041200 0.1927325700 0.4514179800 0.8795730500 0.0059531927 0.5787775500 0.7841107000 18.3298460718
0.8258372000 0.2522948400 0.3298061500 0.8966700000 0.7044253000 0.0863388200 0.1566544800 0.9157712000 0.4100675600 0.6444593700 16.9998840803
0.6963582000 0.7775684000 0.6217272000 0.2611053000 0.7986029400 0.9369623000 0.9669400500 0.3740664700 0.7479464400 0.6672864000 15.7835889068
0.6616244300 0.5428151500 0.1172317300 0.0536008480 0.8539998000 0.1151636840 0.6767624000 0.6138307500 0.8213336000 0.4054001000 17.0601448757
0.1789283200 0.1976514500 0.2303765400 0.2148072100 0.0291935800 0.2488907600 0.4198774000 0.5607022000 0.1667606200 0.2281119200 4.4597969054
0.5242049700 0.0467323660 0.5665816700 0.5563354500 0.6197839400 0.4001111400 0.1895108200 0.9132065000 0.6809173000 0.5851308000 9.2668491430
0.8543145000 0.9533160300 0.5062162000 0.7173567000 0.0825318100 0.6381795000 0.2417354000 0.6479662700 0.0138366820 0.9642273000 13.2323741139
0.8174407500 0.4183868800 0.3370734500 0.1564508700 0.2872730000 0.4288637600 0.2524172000 0.0047655106 0.4499462800 0.1114771960 10.7499770270
0.6234479500 0.7709575000 0.9365316000 0.9184978000 0.2617970000 0.8351702700 0.3696274200 0.2205631700 0.8243007700 0.1883089000 23.5240371608
0.3712580800 0.3164665700 0.6777545000 0.6722946000 0.5654677000 0.6167069000 0.7882946000 0.7087532000 0.5159389400 0.4961311800 13.6966442487
0.4748332500 0.8815809500 0.2352814100 0.5591382400 0.1337696900 0.5052181000 0.7734397000 0.9963690600 0.6160383000 0.5674500000 16.4842065574
0.2828244000 0.6992387000 0.4264741000 0.9504886000 0.1639052000 0.5099678600 0.5876753000 0.2951625000 0.9832639700 0.3199248300 17.6278372788
0.4210426800 0.9340818500 0.0258569120 0.0011345744 0.0659846100 0.1276326800 0.4827352800 0.1707810800 0.6310705500 0.1785108400 12.9974592667
0.4257022000 0.3451381300 0.9573027000 0.5157257000 0.8075647400 0.5082337000 0.2922740000 0.2999678300 0.5723548500 0.7155891000 17.9109349028
0.5666023000 0.6826915000 0.9159273000 0.1914885000 0.6867200000 0.1272017400 0.8019588000 0.0537819270 0.1798172600 0.8689864000 18.0945493835
0.6494953600 0.3127828200 0.2816734300 0.2886430600 0.9160061500 0.1398048400 0.0868471860 0.7375092500 0.6118364000 0.6981515000 14.1561053060
0.8506252000 0.6371696000 0.3896340700 0.3489444300 0.6190343000 0.4997421000 0.3438196800 0.3072831600 0.5804195400 0.5164409000 15.8173401258
0.9819907500 0.2674375200 0.5695824600 0.9082903000 0.2429069300 0.8766624000 0.8494267000 0.3819302300 0.3424014000 0.1419771300 17.3325490225
0.4265990300 0.0079758170 0.6360937000 0.6072510000 0.1527744000 0.2320300300 0.0705380440 0.2468646800 0.3075303400 0.2897776400 7.0009812251
0.3701086600 0.6786212000 0.9032086000 0.0177005530 0.5222186400 0.0109635590 0.2763274300 0.9823077300 0.3469367600 0.8646701000 13.4230935871
0.2925792300 0.3188772200 0.8080473000 0.8587010500 0.0056818724 0.8563799000 0.6646822700 0.1833648100 0.7610709700 0.5950103400 13.4137385239
0.0219607350 0.3547832400 0.5836106000 0.5627273000 0.8633777000 0.5141654600 0.7393818500 0.2896492500 0.9247367400 0.5232571400 11.1997195561
0.8823442500 0.7058066000 0.0466125000 0.5257662000 0.9030481000 0.4456355600 0.0072782636 0.0682552460 0.2521530400 0.6367348400 22.0339537387
0.0954077240 0.5847035000 0.9862465000 0.5971796000 0.2145143700 0.5052479000 0.5600167500 0.8884597000 0.7163376000 0.1016079800 14.1628718805
0.9140116600 0.7219630000 0.9895860000 0.4151920000 0.1168231400 0.0633338700 0.0299365520 0.9908769000 0.1908615800 0.7155016700 16.8505916214
0.0708943000 0.1699301600 0.7433815600 0.6495306500 0.3113479600 0.4717166400 0.5609654000 0.6090152000 0.0643130540 0.0479848400 8.4910778926
0.6309886000 0.8027157000 0.3195858000 0.9156136500 0.7141187000 0.0080809000 0.4142849400 0.3927508000 0.8449476000 0.6028614600 23.7450757533
0.5525787500 0.7569835000 0.4789949000 0.6292206600 0.8611682700 0.7010479000 0.0699455740 0.3055735800 0.5523132700 0.2785697000 19.6699577135
0.1301280300 0.2193666100 0.5680976500 0.3027446300 0.1090884200 0.9465555500 0.4852057000 0.7767009000 0.2165426600 0.2691477500 4.1144708042
0.9779914000 0.7643817700 0.0998821260 0.2596718000 0.4964351700 0.2678149300 0.3739774200 0.2156921000 0.7889622400 0.9167654000 15.8225499887
0.4204363800 0.4182722000 0.0461711300 0.3857161400 0.2808557200 0.3171326000 0.4665904000 0.4789465000 0.4685809000 0.0444126730 15.4233062690
0.2105538800 0.2758958300 0.7882623700 0.6084429000 0.6339098000 0.5196268600 0.2010223300 0.3892967700 0.3114792000 0.9522753000 12.9080822005
0.9819036000 0.3870781700 0.7353853000 0.7845201000 0.0208941700 0.3229823700 0.6089800000 0.5670975000 0.4194679300 0.1752854600 17.9450311588
0.5804654000 0.0048325660 0.9777232400 0.6058394300 0.5806269600 0.5048540000 0.1774199000 0.8972671000 0.6753918000 0.2468844000 14.1026661515
